Reading training examples... 3695 examples, 1135424 tokens, 48 features, 48 classes... done
Iter 249: .........*(NumConst=119, SV=57, CEps=1594.9948, QPEps=41.0174)
Iter 250: .........*(NumConst=117, SV=57, CEps=997.8749, QPEps=15.9201)
Iter 251: .........*(NumConst=117, SV=56, CEps=948.5655, QPEps=17.4719)
Iter 252: .........*(NumConst=117, SV=56, CEps=916.7246, QPEps=28.3079)
Iter 253: *(NumConst=118, SV=59, CEps=157.9176, QPEps=23.4947)
Iter 254: .........*(NumConst=119, SV=59, CEps=839.4980, QPEps=42.0452)
Iter 255: .........*(NumConst=119, SV=60, CEps=693.9141, QPEps=40.1510)
Iter 256: *(NumConst=119, SV=63, CEps=116.5523, QPEps=31.7056)
Iter 257: *(NumConst=120, SV=63, CEps=170.4562, QPEps=30.9336)
Iter 258: .........*(NumConst=120, SV=59, CEps=1622.6563, QPEps=44.2148)
Iter 259: .........*(NumConst=121, SV=59, CEps=1155.3604, QPEps=43.8088)
Iter 260: .........*(NumConst=122, SV=58, CEps=978.5987, QPEps=26.2736)
Iter 261: *(NumConst=123, SV=56, CEps=120.8975, QPEps=40.0547)
Iter 262: .........*(NumConst=124, SV=57, CEps=1009.9810, QPEps=16.3280)
Iter 263: .........*(NumConst=125, SV=58, CEps=715.7646, QPEps=15.6492)
Iter 264: *(NumConst=126, SV=61, CEps=166.3315, QPEps=43.7587)
Iter 265: .........*(NumConst=127, SV=63, CEps=1189.6838, QPEps=41.0429)
Iter 266: .........*(NumConst=127, SV=61, CEps=1006.4310, QPEps=42.2949)
Iter 267: .........*(NumConst=127, SV=62, CEps=903.4057, QPEps=49.8634)
Iter 268: *(NumConst=128, SV=58, CEps=124.4319, QPEps=48.9317)
Iter 269: .........*(NumConst=129, SV=57, CEps=851.6884, QPEps=37.6124)
Iter 270: .........*(NumConst=129, SV=60, CEps=668.5170, QPEps=46.6888)
Iter 271: *(NumConst=130, SV=61, CEps=149.5751, QPEps=28.4651)
Iter 272: *(NumConst=131, SV=67, CEps=98.2185, QPEps=19.7458)
Iter 273: *(NumConst=132, SV=65, CEps=94.1753, QPEps=42.0646)
Iter 274: .........*(NumConst=132, SV=64, CEps=1733.6370, QPEps=32.8277)
Iter 275: .........*(NumConst=133, SV=59, CEps=1419.4667, QPEps=42.8732)
Iter 276: .........*(NumConst=134, SV=62, CEps=1162.7643, QPEps=48.2672)
Iter 277: *(NumConst=134, SV=62, CEps=145.1360, QPEps=40.4972)
Iter 278: .........*(NumConst=134, SV=62, CEps=1349.9402, QPEps=33.0813)
Iter 279: .........*(NumConst=134, SV=61, CEps=1039.2460, QPEps=48.3732)
Iter 280: .........*(NumConst=134, SV=63, CEps=944.0749, QPEps=36.0879)
Iter 281: *(NumConst=134, SV=64, CEps=97.2440, QPEps=35.0185)
Iter 282: .........*(NumConst=135, SV=61, CEps=760.1841, QPEps=46.6878)
Iter 283: *(NumConst=135, SV=61, CEps=104.7912, QPEps=43.7284)
Iter 284: *(NumConst=133, SV=60, CEps=107.8965, QPEps=27.3128)
Iter 285: .........*(NumConst=129, SV=61, CEps=692.8160, QPEps=29.5746)
Iter 286: .........*(NumConst=130, SV=63, CEps=603.1092, QPEps=49.4003)
Iter 287: *(NumConst=131, SV=68, CEps=136.9850, QPEps=38.1769)
Iter 288: *(NumConst=131, SV=65, CEps=113.1835, QPEps=42.4060)
Iter 289: *(NumConst=131, SV=65, CEps=61.4267, QPEps=25.6558)
Iter 290: *(NumConst=130, SV=64, CEps=64.7203, QPEps=28.2809)
Iter 291: .........*(NumConst=125, SV=63, CEps=1276.7887, QPEps=18.7887)
Iter 292: .........*(NumConst=125, SV=64, CEps=835.2163, QPEps=39.1232)
Iter 293: .........*(NumConst=126, SV=64, CEps=638.2156, QPEps=44.0723)
Iter 294: *(NumConst=126, SV=61, CEps=99.0300, QPEps=29.9312)
Iter 295: *(NumConst=126, SV=61, CEps=79.7164, QPEps=32.1835)
Iter 296: .........*(NumConst=127, SV=62, CEps=596.7836, QPEps=23.8590)
Iter 297: *(NumConst=124, SV=63, CEps=87.1959, QPEps=38.4118)
Iter 298: *(NumConst=125, SV=62, CEps=112.8440, QPEps=35.4605)
Iter 299: *(NumConst=125, SV=60, CEps=109.6605, QPEps=42.0409)
Iter 300: *(NumConst=124, SV=66, CEps=73.1816, QPEps=30.6452)
Iter 301: .........*(NumConst=125, SV=67, CEps=1257.3202, QPEps=37.7610)
Iter 302: .........*(NumConst=126, SV=68, CEps=1018.2313, QPEps=29.7626)
Iter 303: .........*(NumConst=126, SV=68, CEps=751.4521, QPEps=23.3330)
Iter 304: *(NumConst=127, SV=63, CEps=96.9726, QPEps=43.6056)
Iter 305: .........*(NumConst=127, SV=64, CEps=591.7622, QPEps=34.8379)
Iter 306: *(NumConst=127, SV=61, CEps=67.8985, QPEps=22.5208)
Iter 307: .........*(NumConst=125, SV=65, CEps=585.6593, QPEps=24.2136)
Iter 308: *(NumConst=126, SV=63, CEps=89.8919, QPEps=43.1944)
Iter 309: .........*(NumConst=126, SV=62, CEps=690.7832, QPEps=29.4580)
Iter 310: .........*(NumConst=126, SV=63, CEps=565.7600, QPEps=43.0135)
Iter 311: *(NumConst=127, SV=66, CEps=78.7075, QPEps=36.1086)
Iter 312: *(NumConst=128, SV=63, CEps=82.4584, QPEps=33.0724)
Iter 313: *(NumConst=129, SV=67, CEps=86.0788, QPEps=30.7904)
Iter 314: .........*(NumConst=130, SV=68, CEps=1293.2118, QPEps=47.2718)
Iter 315: .........*(NumConst=129, SV=67, CEps=977.7924, QPEps=27.9564)
Iter 316: .........*(NumConst=129, SV=66, CEps=1001.8942, QPEps=35.4625)
Iter 317: .........*(NumConst=130, SV=66, CEps=858.5609, QPEps=45.5587)
Iter 318: .........*(NumConst=131, SV=68, CEps=823.2256, QPEps=13.8742)
Iter 319: *(NumConst=132, SV=67, CEps=91.8822, QPEps=42.9815)
Iter 320: .........*(NumConst=131, SV=65, CEps=708.7156, QPEps=37.8259)
Iter 321: .........*(NumConst=128, SV=65, CEps=553.2395, QPEps=35.1987)
Iter 322: *(NumConst=127, SV=64, CEps=122.9695, QPEps=47.7426)
Iter 323: .........*(NumConst=126, SV=63, CEps=507.0977, QPEps=48.2790)
Iter 324: *(NumConst=125, SV=64, CEps=128.6479, QPEps=35.3214)
Iter 325: *(NumConst=126, SV=69, CEps=87.6352, QPEps=29.2337)
Iter 326: *(NumConst=127, SV=64, CEps=147.8082, QPEps=35.4842)
Iter 327: *(NumConst=128, SV=65, CEps=66.8265, QPEps=30.2739)
Iter 328: *(NumConst=128, SV=62, CEps=69.3663, QPEps=23.5266)
Iter 329: .........*(NumConst=129, SV=67, CEps=807.8666, QPEps=41.6859)
Iter 330: .........*(NumConst=129, SV=65, CEps=957.7060, QPEps=46.1822)
Iter 331: .........*(NumConst=128, SV=64, CEps=586.8629, QPEps=45.8445)
Iter 332: *(NumConst=128, SV=65, CEps=101.2894, QPEps=46.4420)
Iter 333: .........*(NumConst=129, SV=67, CEps=605.7354, QPEps=47.7282)
Iter 334: *(NumConst=130, SV=65, CEps=67.5001, QPEps=32.1495)
Iter 335: .........*(NumConst=131, SV=67, CEps=557.0766, QPEps=24.1706)
Iter 336: *(NumConst=130, SV=66, CEps=68.2296, QPEps=23.5730)
Iter 337: .........*(NumConst=130, SV=69, CEps=688.6771, QPEps=30.8961)
